Depth,GR,RHOB,Vel
2133.18,21.73,2.558,4761
2133.33,21.81,2.577,4807
2133.48,23.03,2.571,4854
2133.64,26.49,2.559,4866
2133.79,30.83,2.564,4807
2133.94,34.55,2.578,4638
2134.09,35.23,2.584,4584
2134.25,31,2.558,4616
2134.4,26.13,2.524,4626
2134.55,23.44,2.506,4659
2134.7,23.01,2.497,4670
2134.86,23.45,2.498,4703
2135.01,22.47,2.497,4714
2135.16,20.36,2.488,4748
2135.31,19.1,2.481,4771
2135.47,20.2,2.47,4805
2135.62,20.85,2.471,4852
2135.77,20.54,2.47,4900
2135.92,20.67,2.468,4937
2136.08,21.04,2.462,4949
2136.23,20.47,2.442,4961
2136.38,19.07,2.425,4974
2136.53,18.58,2.426,4999
2136.69,18.56,2.454,5011
2136.84,18.72,2.489,5049
2136.99,19.45,2.525,5049
2137.14,21.17,2.558,5049
2137.29,22.98,2.588,5049
2137.45,22.05,2.595,5036
2137.6,20.16,2.595,4985
2137.75,19.65,2.6,4911
2137.9,21.08,2.604,4862
2138.06,21.7,2.612,4850
2138.21,21.42,2.639,4850
2138.36,22.69,2.72,4910
2138.51,26.7,2.791,4997
2138.67,32.9,2.821,5113
2138.82,38.8,2.806,5248
2138.97,42.17,2.789,5377
2139.12,40.92,2.81,5558
2139.28,37.84,2.834,5686
2139.43,37.62,2.836,5735
2139.58,40.42,2.776,5768
2139.73,45.58,2.708,5685
2139.89,50.46,2.693,5557
2140.04,50.95,2.71,5375
2140.19,49.76,2.709,5219
2140.34,48.52,2.693,5205
2140.5,46.13,2.691,5191
2140.65,43.21,2.697,5346
2140.8,41.61,2.697,5494
2140.95,42.96,2.685,5479
2141.1,47.08,2.643,5274
2141.26,55.46,2.611,5084
2141.41,65.89,2.618,4811
2141.56,76.05,2.628,4588
2141.71,79.83,2.611,4404
2141.87,76.87,2.594,4504
2142.02,71.91,2.601,4708
2142.17,63.62,2.619,4882
2142.32,57.91,2.645,5005
2142.48,59.14,2.666,5056
2142.63,66.39,2.663,4764
2142.78,73.69,2.633,4545
2142.93,79.09,2.616,4373
2143.09,85.73,2.626,4153
2143.24,94.52,2.614,3765
2143.39,109.76,2.561,3373
2143.54,125.83,2.473,3142
2143.7,126.3,2.42,3209
2143.85,113.1,2.445,3408
2144,98.54,2.514,3627
2144.15,91.49,2.537,3845
2144.31,96.33,2.499,3929
2144.46,107.16,2.477,3743
2144.61,114.11,2.483,3510
2144.76,116.97,2.512,3455
2144.91,121.51,2.569,3455
2145.07,128.33,2.602,3455
2145.22,133.74,2.592,3449
2145.37,136.02,2.59,3431
2145.52,133.85,2.61,3413
2145.68,131.26,2.617,3389
2145.83,129.81,2.603,3378
2145.98,124.59,2.569,3383
2146.13,118.09,2.559,3454
2146.29,113.75,2.568,3632
2146.44,108.82,2.573,3799
2146.59,99.13,2.569,3951
2146.74,85.11,2.548,4082
2146.9,80.52,2.528,3983
2147.05,87.18,2.531,3843
2147.2,96.58,2.561,3741
2147.35,104.09,2.604,3896
2147.51,98,2.641,4583
2147.66,81.67,2.698,5038
2147.81,64.17,2.73,5129
2147.96,59.36,2.718,4561
2148.12,71.85,2.687,3896
2148.27,89.69,2.645,3755
2148.42,96.86,2.606,3776
2148.57,95.31,2.584,3842
2148.72,97.63,2.577,3911
2148.88,101.8,2.58,3950
2149.03,102.37,2.591,3942
2149.18,100.84,2.586,3918
2149.33,98.31,2.577,3887
2149.49,98.29,2.57,3857
2149.64,99.04,2.566,3827
2149.79,97.3,2.561,3790
2149.94,98.38,2.545,3726
2150.1,101.31,2.523,3564
2150.25,102.89,2.434,3135
2150.4,94.26,2.263,2842
2150.55,79.05,2.048,2883
2150.71,69.44,1.963,2948
2150.86,66.15,2.091,3242
2151.01,64.07,2.296,3871
2151.16,54.09,2.509,4837
2151.32,38.22,2.621,5248
2151.47,28,2.646,5480
2151.62,27.47,2.661,5511
2151.77,31.88,2.666,5098
2151.93,36.75,2.674,5125
2152.08,39.86,2.696,5033
2152.23,40.05,2.713,4884
2152.38,37.22,2.712,4995
2152.53,31.85,2.711,5098
2152.69,27.09,2.711,5191
2152.84,24.38,2.724,5260
2152.99,22.54,2.739,5331
2153.14,21.69,2.732,5374
2153.3,22.75,2.713,5433
2153.45,25.11,2.712,5478
2153.6,28.46,2.716,5524
2153.75,33.35,2.717,4993
2153.91,38.43,2.717,4788
2154.06,42.44,2.696,4799
2154.21,41.27,2.673,4846
2154.36,32.56,2.651,5018
2154.52,22.08,2.612,5162
2154.67,15.8,2.548,5286
2154.82,13.89,2.521,5314
2154.97,14.73,2.536,5314
2155.13,16.47,2.56,5343
2155.28,16.29,2.563,5372
2155.43,14.92,2.574,5460
2155.58,15.05,2.594,5552
2155.74,15.31,2.594,5490
2155.89,15.37,2.571,5415
2156.04,14.8,2.566,5460
2156.19,14.31,2.589,5536
2156.34,14.93,2.614,5646
2156.5,15.48,2.651,5646
2156.65,15.85,2.674,5598
2156.8,15.54,2.671,5582
2156.95,15.39,2.68,5613
2157.11,15.47,2.682,5645
2157.26,14.72,2.672,5661
2157.41,14.98,2.655,5677
2157.56,14.83,2.659,5677
2157.72,14.99,2.664,5710
2157.87,14.83,2.659,5726
2158.02,13.96,2.659,5726
2158.17,14.79,2.651,5726
2158.33,17.44,2.641,5692
2158.48,19.93,2.633,5580
2158.63,22.58,2.633,5353
2158.78,25.84,2.64,4975
2158.94,28.99,2.627,4551
2159.09,30.46,2.586,4248
2159.24,28.75,2.536,3943
2159.39,26.27,2.477,3813
2159.55,25.96,2.436,3770
2159.7,27.16,2.434,3741
2159.85,27.65,2.449,3713
2160,27.42,2.458,3671
2160.15,27.45,2.447,3644
2160.31,28.6,2.432,3611
2160.46,31.51,2.432,3572
2160.61,33.68,2.451,3527
2160.76,32.41,2.454,3502
2160.92,28.73,2.43,3496
2161.07,26.09,2.423,3812
2161.22,24.96,2.443,4047
2161.37,24.68,2.477,4210
2161.53,27.51,2.519,4447
2161.68,34.9,2.56,4570
2161.83,46.24,2.586,4283
2161.98,55.53,2.581,4219
2162.14,58.91,2.571,4237
2162.29,61.47,2.596,4062
2162.44,68.44,2.621,3849
2162.59,78.94,2.574,3623
2162.75,89.86,2.476,3308
2162.9,94.95,2.393,3066
2163.05,95.13,2.395,3043
2163.2,95.42,2.427,3175
2163.36,94.44,2.439,3076
2163.51,91.07,2.42,3024
2163.66,88.43,2.37,3080
2163.81,88.59,2.315,2895
2163.96,88.7,2.294,3019
2164.12,86.86,2.308,2862
2164.27,85.2,2.297,2805
2164.42,85.05,2.25,2895
2164.57,85.91,2.193,2841
2164.73,84.36,2.177,2925
2164.88,82.96,2.159,2991
2165.03,80.7,2.12,2912
2165.18,80.43,2.091,2870
2165.34,82.3,2.083,2870
2165.49,84.43,2.09,2882
2165.64,87.2,2.105,2895
2165.79,88.84,2.144,2861
2165.95,87.57,2.203,2719
2166.1,82.33,2.188,2886
2166.25,72.8,2.137,3379
2166.4,58.26,2.137,3994
2166.56,42.66,2.24,4576
2166.71,30.3,2.405,4918
2166.86,23.12,2.529,5069
2167.01,20.12,2.586,4942
2167.17,19.43,2.632,4905
2167.32,20.83,2.645,5229
2167.47,25.11,2.63,4857
2167.62,33.03,2.623,4833
2167.77,42.73,2.645,4905
2167.93,49.15,2.673,4382
2168.08,51.85,2.681,4402
2168.23,53.33,2.671,4512
2168.38,55.92,2.664,4392
2168.54,54.6,2.664,4278
2168.69,48.59,2.649,4196
2168.84,40.35,2.629,4160
2168.99,33.52,2.625,4277
2169.15,32.63,2.656,4441
2169.3,34.61,2.67,4585
2169.45,35.83,2.652,4727
2169.6,34.97,2.637,4855
2169.76,33.26,2.634,4915
2169.91,32.91,2.637,4964
2170.06,34.93,2.638,5027
2170.21,40.41,2.65,5001
2170.37,47.17,2.646,4681
2170.52,55.28,2.652,4168
2170.67,57.41,2.629,4267
2170.82,52.6,2.592,4390
2170.98,40.02,2.557,4313
2171.13,25.5,2.549,4583
2171.28,20.83,2.532,4439
2171.43,22.29,2.481,4313
2171.58,23.25,2.45,4540
2171.74,22.18,2.451,4636
2171.89,20.35,2.493,4604
2172.04,19.37,2.559,4478
2172.19,20.51,2.59,4647
2172.35,28.82,2.534,4840
2172.5,47.68,2.376,3842
2172.65,73.31,2.174,3155
2172.8,89.46,2.082,2846
2172.96,94.61,2.058,2710
2173.11,92.14,2.009,2652
2173.26,84.39,1.98,2713
2173.41,78.96,2.011,2706
2173.57,77.38,2.001,2659
2173.72,77.15,1.899,3076
2173.87,72.7,1.994,3849
2174.02,60.13,2.321,4910
2174.18,43.75,2.612,6128
2174.33,31.28,2.714,6576
2174.48,28.27,2.713,6344
2174.63,37.64,2.713,5022
2174.79,48.56,2.702,4387
2174.94,58.89,2.651,3956
2175.09,64.07,2.606,3871
2175.24,60.01,2.632,4291
2175.39,54.81,2.689,5290
2175.55,48.36,2.667,5376
2175.7,38.76,2.573,5653
2175.85,29.08,2.527,5906
2176,24.03,2.551,5526
2176.16,28.88,2.617,5008
2176.31,45.33,2.605,4495
2176.46,66.7,2.543,4095
2176.61,88.08,2.544,3696
2176.77,111.63,2.546,3346
2176.92,124.26,2.523,3179
2177.07,123.59,2.462,3033
2177.22,116.3,2.369,3114
2177.38,104.04,2.312,3788
2177.53,87.95,2.367,4753
2177.68,62.39,2.507,5403
2177.83,42.18,2.635,5586
2177.99,36.57,2.686,5634
2178.14,44.8,2.68,4822
2178.29,61.69,2.619,3695
2178.44,79.35,2.511,3194
2178.6,97.54,2.392,3128
2178.75,111.3,2.297,3158
2178.9,112.86,2.328,3408
2179.05,100.8,2.478,3702
2179.2,83.1,2.547,3787
2179.36,66.97,2.502,3801
2179.51,56.73,2.432,3787
2179.66,55.92,2.393,3751
2179.81,61.34,2.405,3722
2179.97,66.93,2.434,3694
2180.12,71.74,2.46,3681
2180.27,77.42,2.481,3667
2180.42,83.85,2.501,3646
2180.58,88.86,2.516,3646
2180.73,92.35,2.523,3646
2180.88,96.49,2.528,3653
2181.03,98.91,2.524,3660
2181.19,97.44,2.506,3666
2181.34,92.07,2.485,3673
2181.49,85.49,2.487,3694
2181.64,82.02,2.521,3714
2181.8,83.74,2.575,3728
2181.95,93.91,2.612,3586
2182.1,103.4,2.589,3293
2182.25,104.52,2.506,3266
2182.41,95.04,2.4,3389
2182.56,80.62,2.326,3573
2182.71,68.26,2.312,4057
2182.86,62.58,2.346,4048
2183.01,61.94,2.35,3935
2183.17,58.08,2.331,3836
2183.32,54.04,2.33,3770
2183.47,53.86,2.319,3720
2183.62,56.72,2.306,3672
2183.78,57.55,2.331,3645
2183.93,54.78,2.368,3624
2184.08,52.57,2.37,3671
2184.23,53.36,2.38,3835
2184.39,62.45,2.441,4064
2184.54,73.79,2.529,4166
2184.69,79.93,2.562,4193
2184.84,84.03,2.546,4047
2185,88.58,2.512,3926
2185.15,93.62,2.502,3740
2185.3,97.24,2.546,3435
2185.45,96.6,2.557,3617
2185.61,88.36,2.482,4265
2185.76,71.97,2.469,4678
2185.91,50.58,2.548,4911
2186.06,35.63,2.627,4997
2186.22,30.2,2.65,5114
2186.37,28.06,2.64,5194
2186.52,26.99,2.629,5263
2186.67,26.55,2.613,5319
2186.82,26.45,2.603,5207
2186.98,26.97,2.597,5060
2187.13,29.34,2.617,4959
2187.28,32.06,2.638,4837
2187.43,32.35,2.639,4767
2187.59,30.79,2.631,4721
2187.74,28.02,2.614,4710
2187.89,24.79,2.607,4790
2188.04,23.05,2.602,4983
2188.2,24.41,2.607,5111
2188.35,30.95,2.626,5138
2188.5,36.92,2.651,5111
2188.65,40.07,2.679,5033
2188.81,38.69,2.681,4883
2188.96,38.21,2.662,4812
2189.11,37.48,2.63,4765
2189.26,38.3,2.62,4742
2189.42,44.03,2.659,4720
2189.57,52.62,2.692,4631
2189.72,57.46,2.689,4944
2189.87,56.47,2.662,5057
2190.03,53.75,2.641,4753
2190.18,51.37,2.629,4846
2190.33,52.24,2.619,4663
2190.48,52.29,2.608,4707
2190.63,52.29,2.597,4652
2190.79,49.62,2.598,4242
2190.94,44.75,2.595,4663
2191.09,40.89,2.601,4764
2191.24,41.73,2.58,4565
2191.4,44.58,2.546,4729
2191.55,46.9,2.522,4269
2191.7,51.1,2.483,4335
2191.85,55.06,2.431,3977
2192.01,52.13,2.423,4084
2192.16,47.29,2.456,4325
2192.31,46.55,2.489,4533
2192.46,48.42,2.512,4751
2192.62,50.31,2.547,4575
2192.77,50.31,2.599,4481
2192.92,46.77,2.658,4574
2193.07,39.88,2.666,4705
2193.23,32.35,2.631,4843
2193.38,28.5,2.61,5015
2193.53,29.28,2.615,5145
2193.68,30.71,2.633,5297
2193.84,30.11,2.643,5254
2193.99,28.09,2.634,4939
2194.14,28.23,2.612,4704
2194.29,30.33,2.586,4542
2194.44,31.92,2.582,4521
2194.6,30.23,2.596,4500
2194.75,26.14,2.607,4490
2194.9,23.5,2.609,4469
2195.05,23.4,2.589,4429
2195.21,24.6,2.549,4370
2195.36,23.4,2.491,4257
2195.51,21.7,2.453,4266
2195.66,21.1,2.477,4409
2195.82,24.3,2.563,4530
2195.97,32.89,2.604,4572
2196.12,45.1,2.493,4123
2196.27,58.74,2.306,3478
2196.43,72.37,2.152,3053
2196.58,85.44,2.084,2909
2196.73,93.37,2.115,3048
2196.88,94.32,2.188,3125
2197.04,91.14,2.266,3176
2197.19,87.1,2.3,3145
2197.34,85.71,2.271,3101
2197.49,85.4,2.201,3206
2197.65,82.91,2.155,3552
2197.8,74.28,2.176,4097
2197.95,60.16,2.261,4935
2198.1,45.64,2.374,5306
2198.25,38.86,2.418,5277
2198.41,40.03,2.423,4997
2198.56,53.18,2.474,4579
2198.71,74.81,2.538,4113
2198.86,95.62,2.528,3790
2199.02,112.45,2.485,3577
2199.17,123.9,2.521,3410
2199.32,128.26,2.609,3369
2199.47,127.68,2.621,3335
2199.63,127.54,2.541,3274
2199.78,124.83,2.512,3226
2199.93,117.78,2.539,3269
2200.08,111.14,2.526,3302
2200.24,105.43,2.429,3231
2200.39,101.23,2.325,3205
2200.54,97.19,2.299,3149
2200.69,94.3,2.289,3258
2200.85,92.97,2.22,3576
2201,89.72,2.141,3987
2201.15,80.49,2.107,4642
2201.3,70.74,2.24,4907
2201.46,66.19,2.516,5032
2201.61,65.26,2.652,4653
2201.76,59.71,2.639,4620
2201.91,51.13,2.627,4719
2202.06,43.27,2.625,4799
2202.22,36.17,2.613,4787
2202.37,30.94,2.619,4764
2202.52,26.7,2.624,4764
2202.67,24.24,2.639,4787
2202.83,23.44,2.647,4834
2202.98,23.08,2.638,4881
2203.13,23.35,2.637,4918
2203.28,24.96,2.66,4930
2203.44,29.07,2.7,4798
2203.59,37.6,2.712,4402
2203.74,48.53,2.671,4101
2203.89,59.88,2.612,3906
2204.05,66.9,2.547,3853
2204.2,69.13,2.514,3883
2204.35,68.17,2.532,3937
2204.5,70.3,2.557,3977
2204.66,76.94,2.577,4009
2204.81,82.69,2.592,3984
2204.96,87.38,2.608,3952
2205.11,92.21,2.607,3913
2205.27,96.88,2.592,3852
2205.42,100.43,2.583,3786
2205.57,102.32,2.577,3707
2205.72,103.47,2.585,3606
2205.87,104.9,2.602,3548
2206.03,108.37,2.603,3528
2206.18,112.12,2.606,3580
2206.33,110.08,2.625,3686
2206.48,103.64,2.639,3792
2206.64,96.51,2.631,3882
2206.79,87.8,2.606,3951
2206.94,75.77,2.578,4007
2207.09,65.04,2.553,4040
2207.25,60.04,2.527,4040
2207.4,58.58,2.512,4040
2207.55,60.22,2.527,4040
2207.7,65.57,2.546,4023
2207.86,73.05,2.551,4007
2208.01,83.81,2.554,3982
2208.16,91.9,2.559,3974
2208.31,94.3,2.579,3950
2208.47,92.2,2.589,3942
2208.62,88.22,2.583,3942
2208.77,89,2.57,3911
2208.92,94.14,2.561,3888
2209.08,99.5,2.565,3872
2209.23,101.15,2.581,3857
2209.38,103.08,2.602,3850
2209.53,103.5,2.61,3842
2209.68,104.95,2.607,3820
2209.84,103.48,2.605,3812
2209.99,100.24,2.613,3783
2210.14,101.09,2.617,3740
2210.29,103.19,2.61,3719
2210.45,105.95,2.596,3705
2210.6,109.24,2.581,3691
2210.75,111.73,2.572,3697
2210.9,111.63,2.565,3697
2211.06,109.57,2.573,3704
2211.21,107.98,2.583,3718
2211.36,108.99,2.583,3732
2211.51,106.03,2.568,3753
2211.67,94.41,2.546,3775
2211.82,78.91,2.526,3796
2211.97,62.92,2.501,3760
2212.12,55.4,2.46,3697
2212.28,55.99,2.429,3642
2212.43,54.6,2.405,3596
2212.58,48.05,2.366,3596
2212.73,45.6,2.336,3596
2212.89,48.09,2.331,3602
2213.04,52.91,2.358,3622
2213.19,57.47,2.404,3655
2213.34,60.54,2.427,3703
2213.49,64.35,2.435,3696
2213.65,71.33,2.443,3641
2213.8,83.14,2.463,3595
2213.95,91.52,2.491,3543
2214.1,94.33,2.502,3524
2214.26,94.1,2.482,3614
2214.41,93.77,2.462,3668
2214.56,96.66,2.464,3682
2214.71,101.91,2.476,3568
2214.87,106.48,2.476,3543
2215.02,105.4,2.494,3709
2215.17,91.6,2.58,4179
2215.32,70.49,2.7,4845
2215.48,49.37,2.735,5243
2215.63,34.24,2.712,5357
2215.78,28.71,2.661,5174
2215.93,27.04,2.598,5081
2216.09,25.54,2.576,5327
2216.24,23.83,2.594,5415
2216.39,22.16,2.612,5341
2216.54,23.48,2.606,5174
2216.7,23.46,2.592,5067
2216.85,22.05,2.579,4978
2217,22.19,2.565,4953
2217.15,23.17,2.553,5003
2217.3,22.99,2.557,5132
2217.46,21.81,2.558,5340
2217.61,21.11,2.549,5186
2217.76,21.15,2.539,5027
2217.91,21.08,2.525,4831
2218.07,21.9,2.509,4671
2218.22,23.9,2.477,4772
2218.37,24.82,2.45,4878
2218.52,25.2,2.453,4866
2218.68,27.2,2.465,4772
2218.83,31.56,2.476,4605
2218.98,33.42,2.47,4562
2219.13,32.72,2.496,4562
2219.29,31.7,2.532,4583
2219.44,30,2.533,4604
2219.59,27.31,2.488,4637
2219.74,25.17,2.493,4680
2219.9,24.63,2.545,4771
2220.05,26.06,2.599,4864
2220.2,29.94,2.64,4974
2220.35,33.3,2.649,5050
2220.51,35.67,2.662,5102
2220.66,41.24,2.687,4804
2220.81,56.59,2.689,4550
2220.96,71.08,2.652,4428
2221.11,74.59,2.599,4560
2221.27,63.09,2.595,4948
2221.42,49.74,2.643,5237
2221.57,48.61,2.666,5181
2221.72,52.68,2.665,4985
2221.88,52.89,2.673,4839
2222.03,42.25,2.682,4815
2222.18,29.47,2.681,4850
2222.33,23.3,2.649,4862
2222.49,21.97,2.6,4667
2222.64,22.82,2.548,4497
2222.79,22.93,2.492,4358
2222.94,21.94,2.45,4264
2223.1,21.27,2.427,4174
2223.25,20.75,2.425,4156
2223.4,20.02,2.434,4191
2223.55,19.56,2.443,4272
2223.71,19.3,2.464,4415
2223.86,18.92,2.491,4537
2224.01,20.14,2.509,4622
2224.16,21.4,2.518,4654
2224.32,21.22,2.52,4732
2224.47,22.04,2.513,4860
2224.62,24.7,2.522,4995
2224.77,29.56,2.565,5164
2224.92,35.01,2.631,5289
2225.08,43.71,2.662,5111
2225.23,56.55,2.647,4847
2225.38,64.33,2.611,4578
2225.53,62.52,2.571,4337
2225.69,60.38,2.543,4172
2225.84,64.8,2.541,4035
2225.99,77.61,2.558,3900
2226.14,93.84,2.584,3862
2226.3,100.58,2.611,3869
2226.45,100.99,2.63,3869
2226.6,102.83,2.644,3861
2226.75,106.15,2.654,3831
2226.91,110.67,2.646,3809
2227.06,115.25,2.635,3780
2227.21,117.9,2.632,3744
2227.36,116.54,2.622,3702
2227.52,116.13,2.603,3667
2227.67,118.1,2.587,3614
2227.82,119.45,2.581,3568
2227.97,118.4,2.583,3530
2228.13,117.1,2.589,3505
2228.28,118.03,2.593,3480
2228.43,116.74,2.565,3396
2228.58,111.37,2.445,3069
2228.73,100.99,2.275,3177
2228.89,86.22,2.179,3694
2229.04,73.24,2.219,4058
2229.19,65.89,2.301,4268
2229.34,68.27,2.256,3852
2229.5,78.1,2.14,3152
2229.65,87.28,2.102,2945
2229.8,93.1,2.14,3036
2229.95,96.78,2.184,3147
2230.11,98.38,2.206,3192
2230.26,95.68,2.182,3261
2230.41,92.7,2.16,3315
2230.56,89.66,2.154,3177
2230.72,87.14,2.169,3229
2230.87,87.62,2.226,3282
2231.02,89.38,2.299,3112
2231.17,88.62,2.372,3255
2231.33,84.86,2.429,3320
2231.48,84.34,2.44,3131
2231.63,87.57,2.409,3126
2231.78,88.52,2.354,3136
2231.94,86.53,2.317,3161
2232.09,82.74,2.287,3186
2232.24,83.13,2.274,3212
2232.39,83.13,2.301,3058
2232.54,79.43,2.324,3025
2232.7,76.17,2.3,3087
2232.85,78.7,2.254,3130
2233,82.5,2.238,3155
2233.15,80.75,2.262,3072
2233.31,76.61,2.306,3115
2233.46,74.95,2.336,2997
2233.61,77.66,2.346,3058
2233.76,82.75,2.315,3130
2233.92,84.74,2.228,3025
2234.07,80.35,2.124,3086
2234.22,72.89,2.165,3526
2234.37,70.3,2.348,3872
2234.53,75.4,2.428,3973
2234.68,82.87,2.34,3405
2234.83,85.45,2.198,3135
2234.98,85,2.118,3052
2235.14,85.51,2.139,3190
2235.29,86.96,2.198,2926
2235.44,85.16,2.217,2821
2235.59,80.81,2.194,2974
2235.75,77.96,2.173,2987
2235.9,78.42,2.167,3057
2236.05,81.28,2.187,3010
2236.2,83.91,2.242,2912
2236.35,84.44,2.229,2960
2236.51,80.82,2.095,3129
2236.66,71.36,1.979,3457
2236.81,59.74,2.029,4020
2236.96,55.36,2.331,4415
2237.12,63.5,2.507,4526
2237.27,79.28,2.422,4578
2237.42,91.35,2.289,3995
2237.57,94.56,2.156,3159
2237.73,94.07,2.022,3133
2237.88,95.55,1.919,3148
2238.03,101.88,1.973,3263
2238.18,110.82,2.16,3562
2238.34,115.82,2.37,3499
2238.49,117.03,2.509,3104
2238.64,117.07,2.544,3153
2238.79,115.66,2.554,3368
2238.95,110.89,2.571,3480
2239.1,106.39,2.582,3530
2239.25,107.19,2.588,3594
2239.4,108.48,2.581,3661
2239.56,105.12,2.571,3709
2239.71,98.25,2.563,3744
2239.86,95.69,2.55,3722
2240.01,101.95,2.547,3633
2240.16,111.3,2.567,3561
2240.32,119.56,2.596,3555
2240.47,119.45,2.594,3607
2240.62,113.29,2.556,3660
2240.77,107,2.554,3529
2240.93,105.12,2.554,3367
2241.08,106.07,2.454,3235
2241.23,104.45,2.296,3361
2241.38,97.38,2.254,3764
2241.54,83.82,2.426,4143
2241.69,75.04,2.598,4066
2241.84,77.3,2.61,3757
2241.99,85.36,2.499,3606
2242.15,91.11,2.415,3473
2242.3,86.84,2.423,3785
2242.45,76.11,2.482,4024
2242.6,66.81,2.553,4258
2242.76,58.08,2.592,4371
2242.91,52.25,2.607,4490
2243.06,55.13,2.615,4410
2243.21,63.9,2.607,4150
2243.37,74.7,2.591,3881
2243.52,88.24,2.587,3749
2243.67,102.46,2.59,3598
2243.82,112.76,2.582,3528
2243.97,117.24,2.572,3484
2244.13,119.11,2.578,3454
2244.28,118.75,2.596,3412
2244.43,116.86,2.578,3359
2244.58,113.64,2.533,3254
2244.74,107.31,2.472,3166
2244.89,102.1,2.369,3067
2245.04,99.67,2.244,2997
2245.19,98.29,2.161,2926
2245.35,97.46,2.127,2871
2245.5,98.05,2.035,3286
2245.65,98.37,1.885,2909
2245.8,95.67,1.767,2854
2245.96,89.57,1.736,3072
2246.11,84.76,1.883,3364
2246.26,87.42,2.131,3577
2246.41,97.26,2.38,3712
2246.57,107.91,2.587,3677
2246.72,112.47,2.571,3428
2246.87,109.61,2.452,3452
2247.02,105.11,2.464,3545
2247.18,105.63,2.539,3629
2247.33,106.1,2.568,3476
2247.48,102.91,2.564,3564
2247.63,96.12,2.563,3718
2247.78,90.42,2.562,3848
2247.94,89.96,2.549,3863
2248.09,92.64,2.528,3603
2248.24,97.85,2.529,3451
2248.39,106.67,2.57,3324
2248.55,110.98,2.602,3085
2248.7,107.5,2.484,2821
2248.85,96.73,2.27,2853
2249,80.92,2.142,2973
2249.16,69.89,2.157,3149
2249.31,70.34,2.28,3608
2249.46,76.2,2.415,3738
2249.61,82.63,2.476,3810
2249.77,88.12,2.495,3803
2249.92,97.72,2.516,3766
2250.07,106.67,2.555,3682
2250.22,114.09,2.6,3575
2250.38,120.06,2.633,3450
2250.53,119.14,2.659,3312
2250.68,111.99,2.654,3230
2250.83,104.37,2.603,3220
2250.99,100.58,2.535,3284
2251.14,100.25,2.464,3209
2251.29,101.83,2.388,3241
2251.44,101.44,2.334,3257
2251.59,98.54,2.339,3178
2251.75,95.87,2.302,3123
2251.9,94.13,2.242,3065
2252.05,93.22,2.211,3027
2252.2,94.83,2.201,3103
2252.36,94.57,2.235,3022
2252.51,94.76,2.27,2968
2252.66,92.33,2.291,3083
2252.81,90.43,2.288,3031
2252.97,90.19,2.194,2932
2253.12,88.81,2.059,3050
2253.27,87.19,1.993,3083
2253.42,82.17,1.968,3198
2253.58,75.36,1.925,3425
2253.73,64.92,1.928,3968
2253.88,51.09,2.099,4563
2254.03,48.08,2.368,4927
2254.19,57.38,2.518,4606
2254.34,69.51,2.544,4286
2254.49,81.62,2.54,4074
2254.64,93.42,2.531,3866
2254.8,105.9,2.525,3721
2254.95,115,2.527,3592
2255.1,118.53,2.554,3491
2255.25,119.66,2.583,3418
2255.4,116.93,2.56,3383
2255.56,113.98,2.508,3371
2255.71,113.94,2.498,3371
2255.86,114.89,2.541,3371
2256.01,116.57,2.575,3371
2256.17,119.46,2.562,3377
2256.32,119.57,2.532,3394
2256.47,114.72,2.555,3400
2256.62,110.07,2.6,3407
2256.78,109.74,2.61,3420
2256.93,111.74,2.581,3429
2257.08,110.61,2.549,3447
2257.23,103.21,2.518,3471
2257.39,93.28,2.493,3508
2257.54,86.92,2.492,3546
2257.69,87.73,2.487,3604
2257.84,93.37,2.496,3684
2258,99.71,2.525,3740
2258.15,106.07,2.547,3712
2258.3,112.12,2.56,3597
2258.45,117.5,2.551,3471
2258.61,120.31,2.525,3399
2258.76,118.61,2.466,3325
2258.91,114.42,2.447,3253
2259.06,112.28,2.458,3185
2259.21,114.15,2.407,3120
2259.37,114.33,2.259,3154
2259.52,108.4,2.076,3200
2259.67,100.87,1.987,3144
2259.82,95.83,2.083,3369
2259.98,92.17,2.274,3526
2260.13,91.11,2.403,3683
2260.28,93.61,2.461,3803
2260.43,99.58,2.493,3718
2260.59,106.12,2.521,3557
2260.74,109.68,2.55,3550
2260.89,108.57,2.578,3544
2261.04,107.5,2.596,3525
2261.2,110.8,2.62,3488
2261.35,116.62,2.626,3386
2261.5,121,2.556,3357
2261.65,116.45,2.444,3451
2261.81,111.31,2.376,3621
2261.96,110.35,2.406,3832
2262.11,108.47,2.424,4003
2262.26,103.62,2.332,3962
2262.42,97.52,2.193,3184
2262.57,93.68,2.053,2968
2262.72,91.57,1.93,2812
2262.87,89.4,1.959,3009
2263.02,88.33,2.12,3323
2263.18,88.71,2.3,3737
2263.33,90.84,2.473,3824
2263.48,95.83,2.556,3709
2263.63,103.53,2.576,3438
2263.79,110.79,2.595,3300
2263.94,115.04,2.585,3246
2264.09,113.12,2.527,3311
2264.24,106.38,2.445,3468
2264.4,99.21,2.347,3620
2264.55,90.39,2.236,3461
2264.7,83.8,2.126,3209
2264.85,82.6,2.015,3041
2265.01,83.03,1.902,2889
2265.16,83.12,1.817,3017
2265.31,83.75,1.819,2864
2265.46,85.17,1.89,3022
2265.62,84.31,1.977,2932
2265.77,80.81,2.026,3031
2265.92,78.62,2.01,3059
2266.07,78.68,2.024,3017
2266.23,80.55,2.103,2985
2266.38,84.54,2.193,2963
2266.53,87.77,2.277,2923
